dataset,shape_class,model_name,split
ShapeNet,table,e046b02e2d5c5187fe38a836aa59c483,train
ShapeNet,table,841082ec0a936a16a4bec68446bb57f4,train
ShapeNet,table,d5978095ef90e63375dc74e2f2f50364,train
ShapeNet,table,93d61cd5da999d774b3c42e318f3affc,train
ShapeNet,table,211f8bcd0542292a90eb1f8a00f61726,train
ShapeNet,table,972ff7998554988ae6c5cd45aa112726,train
ShapeNet,table,5b349df34184e7fc2ad490d4d7fae486,train
ModelNet,table,table_0031,train
ShapeNet,table,5365dead8b3f7d4166ccbd11a6ef0f68,train
ShapeNet,table,b5168a95f760cbefa22728b9e8cfa4dd,train
ShapeNet,table,d14752f7aa2f7ed5d684faddec3c0090,train
ShapeNet,table,2060a7a8bc18a63b1cf96a5dc33e37f1,train
ShapeNet,table,9cdb0315eda9e8cf9f2c21e46768be21,train
ShapeNet,table,2ca3dcbd06295835593ebeeedbff73b,train
ShapeNet,table,e2ccba151d9fee85a71c812e027f94d9,train
ShapeNet,table,466e5bcb7038889d9d48ed08450a6532,train
ShapeNet,table,d47189d9686125553caaa84ea4cea094,train
ShapeNet,table,e6bc7735ed67822e60a09749bdad79a6,train
ShapeNet,table,8f0a115dc4c1c183f16363d52e74cddf,train
ShapeNet,table,5bcb0976657fe6df37b2bb75885cfc44,train
ShapeNet,table,285857e7d12f1b74a4d2a71d4ca57f99,test
ShapeNet,table,308a43b7ad3f8c2bdf8a6816927a07f4,train
ShapeNet,table,af8d3848b96bbd0d18821e110fa8400d,train
ShapeNet,table,7aba44f7a5ca1fd9a35da04de92b0f11,train
ShapeNet,table,317c099a20806d10b5c1550bc8448972,test
ShapeNet,table,b2d64a218b373b0456d80c2792e1f42c,train
ShapeNet,table,445402730a420ee63190a57d5547dcac,train
ShapeNet,table,51cef4b98624473e193a311b8faf4ace,train
ShapeNet,table,761a4fba430377171f335cc23d448de8,train
ShapeNet,table,dc61d1287fff3ebdd2afe8d5254a0d04,train
ShapeNet,table,6d4fad5487a044249dc30bab479ad5d4,train
ShapeNet,table,613888be9e80b92fda684e203423d5f5,train
ShapeNet,table,99f50ca8fe9b541792ed85b04a73eb29,train
ShapeNet,table,8e5c3b7366f2f017b4e3935c6cee4b35,test
ShapeNet,table,cb31b6293506eb639a3528690d225ee1,train
ShapeNet,table,1c3310f4c05ce1f6a192483aa282f8e5,train
ShapeNet,table,c36d04d3a10fba869e87d2bdcb41f548,train
ModelNet,table,desk_0180,train
ShapeNet,table,7cd2c11133d7470db9278b13f52df097,train
ShapeNet,table,b9943f2962f4ac9840ef1c8b63a628f9,train
ShapeNet,table,fe130356df1977499c2a886f3b75f1ff,train
ModelNet,table,desk_0257,train
ShapeNet,table,195a2ed4931241d3c3bd24f986301745,train
ShapeNet,table,3cdf9215a9cf0ff5855931d119219022,train
ShapeNet,table,901eb5d8bab4bbe48fe31aea3727611,train
ShapeNet,table,b160e3f80850d23755f46d55537192b6,train
ShapeNet,table,79e7911ce615b63078831722644c29c3,train
ShapeNet,table,d2b7b34e176262513521fe8ac6222005,train
ShapeNet,table,7e833179b58ae9ec115e53c2ed23d57d,train
ShapeNet,table,70d0937e1d38a9c2a45b742ddc5add59,val
ShapeNet,table,3a17eae5843c2c7660a62758a708c922,train
ShapeNet,table,809dd3a7fc2bbd2dec89626a4213fd07,train
ShapeNet,table,5bfbd0f0fb965cca9df2c4ae01002f5c,train
ShapeNet,table,dcca76b81c747e76a65e19246f8119cb,train
ShapeNet,table,6491dfcf1c9782154932af0c4e356b6a,train
ShapeNet,table,23486b58246302de979ace30a051374c,train
ShapeNet,table,2afcecd6a801171dbe25fbd47cafc694,train
ShapeNet,table,810c87b90f7dc301da9bd441f1db1dfb,train
ShapeNet,table,8ce538a671c6e684d93768e7b9b1eabf,train
ShapeNet,table,13b744116e4f23c340914702d8ab1d37,train
ShapeNet,table,876794a6a673dcfe502c728096f4ea53,train
ShapeNet,table,a364b8af9a8d28acdaf1a853214fa9f,train
ShapeNet,table,3edf1ef61a9802e6492d9da2668ec34c,test
ShapeNet,table,2b567360f02ba48e4923701c409a8965,train
ShapeNet,table,d9addbc9e91eb0efb1b6b0c5ddacb607,train
ShapeNet,table,2fd962562b9f0370339797c21e8801b1,train
ShapeNet,table,c26dfd3453d81bf7788eb1f5e7ba6e7b,train
ShapeNet,table,f7ddd0ae5b0107efdde6d22342684df5,train
ShapeNet,table,cdc9ea006d761feb8c56c26d10173bf7,val
ShapeNet,table,5f3f97d6854426cfb41eedea248a6d25,train
ShapeNet,table,47b6fc814d22a030db6175ef18ad3f80,train
ShapeNet,table,52037005fbff92d08fa35606145b47dc,train
ShapeNet,table,850564e1e8587f35617092ec6e36103f,train
ShapeNet,table,5ac1ba406888f05e855931d119219022,train
ShapeNet,table,de205371514307babc2e0a60f47fe031,train
ShapeNet,table,d5c3542c080d61462c45f75322191dd7,train
ShapeNet,table,58b499ba308f9e82b4c161851ed2b4e4,train
ShapeNet,table,1f7e4805b267e71f21da01c0bdc324b2,val
ShapeNet,table,5292f2930f188e0a7ff6ace05b36a5,train
ShapeNet,table,f2b3a2f7c9a4ec19436e6787c76ef3f0,train
ShapeNet,table,b9a0e6854bfab1682db9fca4b68095,train
ShapeNet,table,4aab0e569f1dc3bc8d7e9f13fd8f661d,train
ShapeNet,table,884d2cc0d3aa8a72640e544a5d67c33a,train
ShapeNet,table,487bdb1274b8942ab8e1b99345a5afd4,val
ShapeNet,table,711d3e719d7655adb8183a4a81361b94,train
ShapeNet,table,9d7a8d4c013bdc8321cf7471b191cb89,train
ShapeNet,table,7364fd26628b7f6a3e0881f7de9a6e52,train
ShapeNet,table,1f5ee5ebb9ba55f454d30af857cfae06,train
ShapeNet,table,20cba21d7122fec4784a45ea6efa1d77,train
ShapeNet,table,5ba5f9648b50ede83918f23e2305ede2,train
ShapeNet,table,713c28954944221f618af5c2f6d28c1e,train
ShapeNet,table,bf9df04aea08b0f0f51f77a6d7299806,train
ShapeNet,table,445528514535ca621d5ccc40b510e4bd,train
ShapeNet,table,785c03a00ad37ffb8b424343280aeccb,train
ShapeNet,table,70e58cec417d5e1ec283ca2c9df7372d,train
ShapeNet,table,e4f9062ec3d2c6247d7b76078f434820,train
ShapeNet,table,4369d61d4409bac0413500ea4648b88,train
ShapeNet,table,eae2c096070f0a57beedb4c8fd29e2d1,train
ShapeNet,table,2eecafccfce0a14546407779dbd69b2d,train
ShapeNet,table,93cdfd14889492dd91a4fd87fee47737,train
ShapeNet,table,13f2a907f3ac7dfc9b8e42d3eb7abddb,train
ShapeNet,table,d5402d5be271438ef51fa0238791f5dc,train
ShapeNet,table,ccad4d1ffac1b5e978ebd8af2a314e49,train
ShapeNet,table,4f4ea0588e9444be30bbd4cddd04c77b,test
ModelNet,table,table_0121,test
ShapeNet,table,c74bad51457fb0faa0ab1d82ef09f78f,train
ModelNet,table,table_0473,train
ModelNet,table,desk_0230,train
ShapeNet,table,5f726d7fca7ec04131ec2883e34b06d0,train
ModelNet,table,desk_0236,test
ShapeNet,table,eb097732d3f31469aa11adad6b2a69c,test
ShapeNet,table,ba44082e55ea58f431475fd256bf1b7a,train
ShapeNet,table,399b6e11c037f7fb5a11acddfe168a04,train
ShapeNet,table,725fbbe72a41e6feafc1aae4dd82ec1f,train
ShapeNet,table,c572c44eb47c2a15c43d2b61614d0d0,train
ShapeNet,table,c14e9980452c9411aaa05ac4e55dbacc,train
ShapeNet,table,2ba8eb5ec0a05694593ebeeedbff73b,train
ShapeNet,table,832bcb192b80378fdb039d8689a74349,train
ShapeNet,table,f979c7a650d29ea819fb4103277a6b93,train
ShapeNet,table,e435c1e3430eb7b253fa79783efbc3bf,train
ShapeNet,table,e6ec89773cb0e3ab3880b925e059dd8,train
ShapeNet,table,3b384a4919d180a666ef9dd2f3ef27d3,val
ShapeNet,table,e44531f7204b6fb9fe43ff1e45af424d,train
ShapeNet,table,b4c54426262f142fc16cddb2140115a,train
ShapeNet,table,83dcf79646ad3f0cf4b6538438a0b930,train
ShapeNet,table,7191fe8893bb6a89b5b7c35a8e7396f2,test
ShapeNet,table,c1a04d0c233263aaaa199671f55e5379,train
ShapeNet,table,5129899201421fe84a873bbe35452b88,train
ShapeNet,table,33e0b076b1dfd411654495ddff111d98,train
ShapeNet,table,bd27680b9f09262bbdb2cbbdf53d8900,train
ShapeNet,table,d5b21d6154c0795813dd6eafe1477be1,train
ShapeNet,table,e9a1325245afff7c405d9b5bb7b18be5,train
ShapeNet,table,472796909612bf1f1353dc45068d6f44,train
ShapeNet,table,cd895c35fff495cdd0b93fa304cfa755,train
ShapeNet,table,3e32e9de344b723435c5f7d532a05db4,train
ShapeNet,table,7494fb1b493b36db2b3f122bf827792d,train
ShapeNet,table,ead93856b735ec90f0aeabfdcb4e1dd9,train
ShapeNet,table,b1cb375e7f3fe171c242632b2a8c3129,val
ShapeNet,table,b7a0dda52974fa642250bf58700b4d8f,train
ShapeNet,table,242055fadd675e626bf0788e630e3deb,train
ShapeNet,table,c8aaf90c4e66e235b9c440034ab48a1e,train
ShapeNet,table,72c884f3b9b9119966f379f51753f72b,test
ShapeNet,table,2b1c1e0fad3cb3b8fad46760e869d184,train
ShapeNet,table,5354ecb0e3aa1da074a16879fb3ac81f,train
ShapeNet,table,e7c8486921138d5c7ff6ace05b36a5,train
ShapeNet,table,3aa65a29330bb87f980f165bc2b4c765,train
ShapeNet,table,4a41fa511183aa138cbb8bac2032149c,train
ShapeNet,table,1a10879bcfca0534f8bc1f8036e08e44,train
ShapeNet,table,3ada04a73dd3fe98c520ac3fa0a4f674,train
ShapeNet,table,327f5df925ff54121dc8654936e2968,test
ShapeNet,table,2b51c3e9b524ddf560b5fd678a94e9cd,train
ModelNet,table,table_0187,train
ShapeNet,table,93f3d802ab5132d162079c4c0e1b031,train
ShapeNet,table,e3b585b15506fa7113f96345312df593,train
ShapeNet,table,e18b448f7e5f6ecc1baf720a45fc5c38,train
ShapeNet,table,cbf3470a35aff67e483fd274b1c29225,train
ShapeNet,table,44bc2b9ceba25f8555f46d55537192b6,train
ShapeNet,table,104c5225ef0a288ff932326d9778e21b,train
ShapeNet,table,f19fb80eae2ed668962a9d5e42f53a23,train
ShapeNet,table,24b27de7ebb852ddb472f782e8890df8,train
ShapeNet,table,da9d681e20d2c123604b3895514420b1,train
ShapeNet,table,14f18c8b697d79e099e8bf807e902261,test
ShapeNet,table,ba52d8aed2dd75bba75f2876a99ed045,test
ShapeNet,table,6d5aaba9f6dafca977252fffd1947df5,train
ShapeNet,table,4ce62e31dff3ac18ffc6e457221b9271,test
ShapeNet,table,fb7124d1ea2937f252219cd24638ae38,train
ShapeNet,table,283e5cbc29b92fcc8cbb8bac2032149c,train
ShapeNet,table,a8d59c4b6577b9eb37a0eda928b574d2,train
ShapeNet,table,c2b9613e2898f3381c7afcd6c011dc9e,train
ShapeNet,table,2cd211982e3293a7492d9da2668ec34c,train
ShapeNet,table,4abe61d5f1f800b6c8d74856214be3b8,train
ShapeNet,table,c348d279fd22730a9741b7ee128375de,train
ShapeNet,table,91530c95f442dd71793b6229a2639a1c,train
ShapeNet,table,d3624229f0310175658d908a2254f194,train
ShapeNet,table,33a3aaf17cb7d0ea351aa299020a0e0c,train
ShapeNet,table,2a6010074025d1d85dc3653f8341633a,train
ShapeNet,table,fb1e39667d83506a41dea5e6084523ee,train
ShapeNet,table,2908340693e3dbbd8608f23147a4e121,train
ShapeNet,table,894e095c7036c8411933ffef19678834,train
ShapeNet,table,2e30c286710fd73d492d9da2668ec34c,train
ShapeNet,table,21cdc417e398378e40f3ac0af6b7e700,train
ShapeNet,table,2e8500336964ddabcb51f8085cd316d0,train
ShapeNet,table,92bfb87451cca049febad4f49b26ec52,train
ShapeNet,table,c26913f8e139a80baa2b654345545ea,train
ShapeNet,table,ff26f7003826d1a2d810b14a81e12eca,test
ShapeNet,table,161b5260bcc6f8fc9befe610bb4b9f25,train
ShapeNet,table,38e83df89967420b876b399a99a15c0f,train
ShapeNet,table,be025ee89a077c31a9bdc22a1e02e82,val
ShapeNet,table,573922f28958f34446bb945d4cb1ad55,train
ShapeNet,table,3f411154853b403921db4632488a2ae9,train
ShapeNet,table,b70eeabec7fd454581960a3202db094d,train
ShapeNet,table,982e83068fcf2f26a0b169584d4ab1c8,train
ShapeNet,table,589e7c32a63816b1d4a147733422d301,train
ShapeNet,table,5317439efc03a22de27790b0ec8671f7,train
ShapeNet,table,61fe7cce3cc4b7f2f1783a44a88d6274,train
ShapeNet,table,17fd058dc352b9d11191025061735ea3,train
ShapeNet,table,fd8cffbc99f7388e4f2b9e837678be87,train
ShapeNet,table,2145b7d411f1cf91bc4e0550f830290,train
ShapeNet,table,a034755df11115a1a71c812e027f94d9,train
ShapeNet,table,99686d07d8ced954490ad276cd2af3a4,train
ShapeNet,table,ad14b4bde4a656dd53b1634376cbfb93,train
ShapeNet,table,f2e6820ca69d9b7719fb4103277a6b93,train
ShapeNet,table,591a2b1a6c44e5ae535089b1cfcbf17,test
ShapeNet,table,8770701a1d5cddb9def21b8ee4b159e4,train
ShapeNet,table,3f5497bf65ff9b91c48d90eef8384210,train
ShapeNet,table,a296a3504163b053e6fe3612af521500,train
ShapeNet,table,d3a8019633567d71b20716e5484f7807,train
ShapeNet,table,df03ded86df8fbd2ebd284456950c944,train
ShapeNet,table,aa69a26be784dcd2cf004563556ddb36,train
ShapeNet,table,a45a7ba9a2842a55634c21965ee6bab,train
ShapeNet,table,34ba7b78ffcf0b46d30ffa15d9c1eeb4,train
ShapeNet,table,e8632c8830944cfe422be95e44ce930,train
ShapeNet,table,d820b240ee17047fac51268fdb437a9e,train
ShapeNet,table,866a07295aa3a8ea5804b7e86be64166,train
ShapeNet,table,abb8d6d056f48eccb8015e57f308c60,val
ShapeNet,table,1f239239d1039d60ad8e5e47362bc281,train
ShapeNet,table,d41c8af82fe98a019fb4103277a6b93,train
ShapeNet,table,49ce1344c3c8a652f9883d2fd957d60f,train
ShapeNet,table,f2e1735aa2cba97222fbb0d1d627b825,train
ShapeNet,table,34ea33172f39665022d09160e03f114b,test
ShapeNet,table,1c90216659d7b97fec5d8105ca6b7dcc,train
ShapeNet,table,81ece5ee42a4f814d384177e3e0b693c,train
ShapeNet,table,a767059df7040b5fbe127423452ccc7b,train
ShapeNet,table,fefd88656d9d0d2d82e6c3a4e742651d,train
ShapeNet,table,4822e02112a450f593ebeeedbff73b,train
ShapeNet,table,ac965c2d5c68551be6c5cd45aa112726,val
ShapeNet,table,6e3a2f1de25bcde5ed6c51d5b9c713e3,val
ShapeNet,table,63d1427d86f62c45ecc46197d5349c6e,test
ShapeNet,table,e6cd3e7a25cfb1c3593ebeeedbff73b,train
ShapeNet,table,739a2551d3826d5ad25ca1a27cf9bdec,train
ShapeNet,table,6a4bbd1a2d533741849f98fb0b88a16a,train
ShapeNet,table,28f702b5c6ccffe7fcf9154182ccb5a4,train
ShapeNet,table,56597cf3ace4916743ac09133d4c1d60,train
ShapeNet,table,39f03b3ec91103af33367a1c9ac6c143,train
ShapeNet,table,9be8aa90001e8f6b492d9da2668ec34c,train
ShapeNet,table,460a915796f36eaa55f86bb3ad320a33,train
ShapeNet,table,3fb8797c780710e45213cec267286d18,train
ShapeNet,table,ff2b5b315173f3244fb315ce917a9ec2,train
ShapeNet,table,bc44413ddfc3f861c5f48f9175316bec,train
ShapeNet,table,fcc0737ae08a9cfb63eca8f941f00cca,test
ShapeNet,table,16570d98a47c9907bd1aeba6ff85928a,train
ShapeNet,table,8a07b5fc233b5ad2f51f77a6d7299806,train
ShapeNet,table,55589c71a2abfe97f09df371fae9d63d,train
ShapeNet,table,c728329a22124fa7e8dd400ae08fade4,test
ShapeNet,table,d309951e04fd344c7b56d76bb19dcf39,val
ShapeNet,table,3281ed5a4af3494f67990f5b8451542b,train
ShapeNet,table,f2b641d16cd8a3ed33473d0d0e8c464e,train
ShapeNet,table,54e85b248576c4eb57cd80d4b17e7e11,train
ShapeNet,table,6b521eb69b5af97dcddece8d514fc823,train
ShapeNet,table,e004afd245bd06337e2a6b10ca75153d,train
ShapeNet,table,fe38d140fa386ed4c434c6fce2e7773,train
ShapeNet,table,4d873bf1a658dcd523eb3ad3d378722a,test
ShapeNet,table,197393cdb4c836a713c18ca5acf69765,train
ModelNet,table,table_0208,val
ShapeNet,table,f6e56ad2fe9e6c30253be0083bb3c718,train
ShapeNet,table,deb8b5c0baed637625f61c02205f9a5c,train
ShapeNet,table,f65decafeb2b8518dcfcef693e7ec696,train
ShapeNet,table,df5b55da209637624b3c42e318f3affc,test
ShapeNet,table,82b5a7823990ff0f48964aae007fabd0,train
ShapeNet,table,97bfeed6025f68de5fe8cd129a2c0fe0,train
ShapeNet,table,a542ba8480b71843cea3bc3a9009695,train
ShapeNet,table,5ac80d0ff2237fd8e2dba1fdf90cf48b,train
ShapeNet,table,64a7fae36a56705e3ae0df12be078c7c,train
ShapeNet,table,a59b2884db9574cd1a72c98fc69f22ac,train
ModelNet,table,desk_0002,train
ShapeNet,table,60ef2830979fd08ec72d4ae978770752,train
ShapeNet,table,6962e8f899bf60393d9c503e95bc363,train
ShapeNet,table,e758e1b760f185e2593ebeeedbff73b,train
ShapeNet,table,a99b37edfd721010bc7eb7ec22211551,train
ShapeNet,table,b5548e1e944a31c077ceee024ab73ab7,train
ShapeNet,table,e48675e37096a6898527e24d5de49fe6,train
ShapeNet,table,1e57738f60665b1a908caac6d5f8ca97,train
ShapeNet,table,4b35aeb6ad7a0370f51945de050323d3,train
ShapeNet,table,ca13d22c81c74698d97cb887517a1526,val
ShapeNet,table,92d806ba93c283f73379bf463ad73282,train
ShapeNet,table,adf574f947f00bdd548b2639ebc3e759,train
ShapeNet,table,6d67f5a9d2daec3467ca2ad6571afff,train
ShapeNet,table,927903e9992ce4877b619f30d1fed49,train
ShapeNet,table,5dff67091a2f7ef1ab988fe471b1bd06,test
ShapeNet,table,5d90d0c150935fe6a564497a1c91b4a,train
ShapeNet,table,e731ffc67b03d0555f46d55537192b6,train
ShapeNet,table,bcb51814564c9308b27067c40cfa2f80,train
ShapeNet,table,7853c9da0f57af87e649091ae21aee74,train
ModelNet,table,table_0016,train
ShapeNet,table,6dffe86c24e3870cbeedb4c8fd29e2d1,train
ShapeNet,table,516f73ee8b530042593ebeeedbff73b,test
ShapeNet,table,48a944dc8751ca7531370540942e6ad,train
ModelNet,table,table_0064,val
ShapeNet,table,e2022bd4d83dd6155a15b6547f08c8fe,train
ShapeNet,table,50da3e6b87b52ccc99e8bf807e902261,test
ShapeNet,table,d45385e0a60f71e1427fcd6e404d0cf5,train
ShapeNet,table,c676bf562cb559e5ea820b41f77ab7c8,train
ShapeNet,table,d6daf5eca30ca0965722577712723fd1,test
ShapeNet,table,305795f4aec83b53a51d50d3f9ced065,train
ShapeNet,table,602526e4a9de3f2c822a33e080d0e71c,train
ShapeNet,table,221812e480905c5464810cc21086da42,train
ShapeNet,table,d3469cb008d98844902c0a1a69e25bd9,train
ShapeNet,table,bd28567361a3541d97fb366fa4051f4b,train
ShapeNet,table,bd78847e636133c179c8c70bc853d3a7,train
ShapeNet,table,e777df6ffb40e3a1853d412328e7e7a6,train
ShapeNet,table,cd82d526e58e3e7f4fb85ea6fd426098,train
ShapeNet,table,51874066ba946c58aaf15b62af6b513f,val
ShapeNet,table,a69b27f76baf9f75d612e9885a7318aa,train
ShapeNet,table,4386633c2d2a1a2c5fceaa39a8353bde,train
ShapeNet,table,ee6ab3dfcd7757bc6f2c5bf7cec019c1,train
ShapeNet,table,4e87db85d5dab96822339a4b4aacca6b,train
ShapeNet,table,61128b7cb47e0e6bd6e704b04fd0cd56,train
ShapeNet,table,758df6055459cdf6cf58a1b90d479c9,train
ShapeNet,table,a2dbd26e8a382509738e43095496b061,train
ShapeNet,table,649fb8e1ead691c6359e4b9c4f6dadd,train
ShapeNet,table,a68f06157d6ba8d4f51f77a6d7299806,train
ShapeNet,table,30e0f3d959b16c64473f10e6caaeca56,test
ShapeNet,table,d3b7021f03ecd58d2585ba435c7d1fcc,train
ModelNet,table,desk_0269,train
ModelNet,table,table_0242,train
ShapeNet,table,1adc25c3c29e98c454683b99ac4500e8,train
ModelNet,table,table_0423,train
ShapeNet,table,c35f0f50664264d5e6a1cd9763fc2f3f,test
ShapeNet,table,bb00ad069df73df5d1f943907d4f35fc,train
ShapeNet,table,b12b2f12db92ed70c48d90eef8384210,val
ShapeNet,table,b6a24109a5076d4ba5a296b0eec81c96,train
ShapeNet,table,c5f14fe692e70a5f668ae11a7db5e82a,train
ShapeNet,table,90a1748069ca92df9667b9ba9d06c778,test
ShapeNet,table,98feac40e78b92bda1fe796dee2910f3,train
ShapeNet,table,4cb4f4d4bb4771dd1d1d518ba4f78d6c,test
ShapeNet,table,c11829ca8ee139283d2617f9171b5ccb,train
ShapeNet,table,64c8873572f3eae175c80d0dd670fabd,train
ShapeNet,table,e460f8b0797b44b06a20dcde106482d4,train
ShapeNet,table,e0be4621b0ea9893593ebeeedbff73b,train
ShapeNet,table,e6cb8965b985b8a07eec403e4de3e723,train
ShapeNet,table,1c9aa0fdd563da04c397356311cbeea4,train
ShapeNet,table,229af4d0700b3fab29f2e5c9212b176c,train
ShapeNet,table,6b6c03883c704389c3bd24f986301745,train
ShapeNet,table,35f7655867f9223d82db9fca4b68095,train
ShapeNet,table,9ad79b67c56ead5dc862eec8232fff1e,train
ShapeNet,table,cad4cd1fc0c0952e71a782a4379556c7,train
ShapeNet,table,6a613281bac861a49dbf2f762a644724,train
ShapeNet,table,b94ea1b7a715f5052b151d8b52c53b90,train
ShapeNet,table,a3ecb4d209807312492d9da2668ec34c,train
ShapeNet,table,d237260f66c00364dfe9cab879fd37e8,val
ShapeNet,table,e42e2c616f8c38619ccce4c6d5bb195f,test
ShapeNet,table,ea60ea168f766580617092ec6e36103f,train
ShapeNet,table,9d71f9424fc659e17a50afc9c93f8a50,test
ShapeNet,table,d57bb12175463d188aeaff3bff7f4413,train
ShapeNet,table,6ab612b7a5d4def82454f22008de5a3e,train
ShapeNet,table,ea89750a67ae2335b9315f9098d51eae,train
ModelNet,table,desk_0217,train
ShapeNet,table,1ce87c214e0be0e87dd6aeb162858c12,train
ShapeNet,table,67fe5ba50738e325beedb4c8fd29e2d1,train
ShapeNet,table,31b4349e405e9157f927eef536ae57f1,train
ShapeNet,table,26a97ad8dd79eb1ad0c63a304a95442d,train
ShapeNet,table,4702c7f73c64fa81cc19d3672693a8a0,train
ModelNet,table,desk_0082,train
ShapeNet,table,a63f58a27c22886a721de3dd14942a,train
ShapeNet,table,6b01be46542d507e674ce64e4bf77aec,train
ShapeNet,table,1db1bfaa8eca186e9295484d295fcc9,train
ShapeNet,table,4d8abcddafc52ccc95e7043c2fdf14cf,train
ShapeNet,table,6b58fd8948d4d34851581925776a606b,train
ShapeNet,table,f74c321042dbc8e684d78f017ff73fd6,train
ShapeNet,table,a133b092d24da436e7d9f0fed41b005f,train
ShapeNet,table,1ef656b0524b755eca6c3f11f48d07ed,train
ShapeNet,table,d65624cccd27e85ce8f3ad90cf010c5a,train
ShapeNet,table,357d9c5b669d6aa37ec818a4524845f,val
ShapeNet,table,e8300d560b8d60244cbf9a02e3342127,train
ShapeNet,table,7b92f6facc2a27bc84cc0348a73b80c3,train
ShapeNet,table,e87136a7996cc5c82d6b4fb79c7b302b,train
ShapeNet,table,56c627c74e9c78c65ed9439580e8c076,train
ShapeNet,table,29b70ee8da440240de98d10ab5975b59,train
ShapeNet,table,fcad199862c19cd97fb247f6727f93f3,train
ShapeNet,table,75a824a5acd71051bb29ecbc4d013bd1,train
ShapeNet,table,3c686ac317c496f9a71c812e027f94d9,train
ShapeNet,table,8fae5133d952b2ddcfd3cc1d09bc8fc6,train
ShapeNet,table,ad746c9c7f7548be7608168119193cbf,train
ShapeNet,table,a6543278e970aa7a396d452ec85b027e,train
ShapeNet,table,4d85392c3233b2b8d3299846d5c00f08,train
ShapeNet,table,ae0ed75bbd4c5a74b7c9606efbb8bb3d,train
ShapeNet,table,bad7911965fdf1786487ede8a6f074c3,train
ShapeNet,table,dd3de76ab27a6aee8141276dba5d99db,train
ShapeNet,table,6402177ad47a8a9514d771bf63ae2f60,train
ShapeNet,table,dfe0eb3f446059d0500cffceffd2bd2b,train
ShapeNet,table,6bf058da5c3835b415ca6115a4467dd6,train
ModelNet,table,table_0069,train
ShapeNet,table,c35a4a82cac49ecc55f46d55537192b6,test
ShapeNet,table,fc66d797cc6b4bb672a7060b4557c0e,train
ShapeNet,table,199676c0434f5e176bdcd672c2b17215,train
ShapeNet,table,78c4b505894342269299936b751bd77b,train
ShapeNet,table,42191edf2eddbd733def89b32cef8e45,train
ShapeNet,table,7e15b41158aa0bf73542594e05cedc89,train
ShapeNet,table,f850a69b0d308fbc19fb4103277a6b93,train
ShapeNet,table,be9467a2641fb58330bbb59b54a585de,train
ShapeNet,table,f06857189fae823f35836c728d324152,val
ShapeNet,table,3222d3e3c90f4a3238b3634f169dcc74,train
ShapeNet,table,695639f21a7995f592d5b25c536d8044,test
ShapeNet,table,ac9fae8af57729945eee45c00c4de9d3,train
ShapeNet,table,f875ff7c72fdada820768660cf080d12,train
ShapeNet,table,ddc404bc12e45dbfb4e3935c6cee4b35,train
ShapeNet,table,7a1d2827369011344d3fed2e930520c,test
ShapeNet,table,da8ec638b64227066d767b6d0313d349,train
ModelNet,table,table_0342,test
ShapeNet,table,4b687008902de4543e3a599e79b43485,train
ShapeNet,table,472fe5ae8d386452bcd6195ec0f1e297,train
ShapeNet,table,9e560ee4c7438578f51f77a6d7299806,train
ShapeNet,table,153d0c95cd2981a46a76e23e6f966dea,train
ModelNet,table,desk_0241,train
ShapeNet,table,a9946cff00d5a43c3b0db8c24d855998,train
ShapeNet,table,f5a42533b878229d942b01e78b9a302d,train
ShapeNet,table,e8bf7ba06998867d653227f952929af5,train
ShapeNet,table,287f1318fd5e282a185574a5e2255bb6,val
ShapeNet,table,1cb5ed66917df7b3615b3e12f53b391d,train
ShapeNet,table,bfa77d6ff4e853a275b278bf2780ee51,train
ShapeNet,table,fbdd516e90ad48902872e9c941f7c819,val
ModelNet,table,table_0482,train
ShapeNet,table,f70df4cd7109fedb4824068fb42a2b57,train
ShapeNet,table,70a2420bdd77d414820ad1ca4d3c95d5,test
ShapeNet,table,20714210c5319a68b16d12ee250aa07,train
ShapeNet,table,ba3120844f785a1430730ba8faffbad9,train
ShapeNet,table,7f14110c96ee2cf6afa167a727ddfb67,train
ShapeNet,table,3c9c9adaebd66ebc5fceaa39a8353bde,train
ShapeNet,table,74f407ed9d20d799df0d738d0f301367,train
ShapeNet,table,33b9bc49338800e87dd2ad68f72eb830,train
ShapeNet,table,e05344d8bd3ef63c5b7bf37141f96eae,train
ShapeNet,table,447f9f9dcd85f6242849dacb94997f4a,train
ShapeNet,table,bde0b499bb218666c6f42ae239fa6819,train
ShapeNet,table,e5140547647bee72490ad276cd2af3a4,train
ModelNet,table,table_0027,train
ShapeNet,table,20812fc7f9dac9a51b3e6b75a323070,test
ShapeNet,table,5315fe89ddcd618a6b9a552adee29b1f,train
ShapeNet,table,ee00ed62953f4bd280afdc8bd41edec3,train
ShapeNet,table,905628a74c7cec233a574a2e3bc99a1,train
ShapeNet,table,6235d7bbd30566e4c955e5ed03ef3a2f,train
ShapeNet,table,d48ceb6fe098d078f0cfa7d27eaf1bef,train
ModelNet,table,table_0308,train
ShapeNet,table,d386586a2fef0389393a1ce5402b0d23,train
ShapeNet,table,dd4f28a0e0d3f93c614a26402360d21a,train
ShapeNet,table,ea367e390741fc38dcfcef693e7ec696,train
ShapeNet,table,4bbedd35668b06514b3c42e318f3affc,test
ShapeNet,table,ed66ef9698fef541b945039752747042,train
ShapeNet,table,e534dbb5eacd708c18885412f2b0a4f7,train
